pedid	animal_id	tag_id	id_herd	province	district	ward	wardno	birthdate	milkingdate	calvingyear	animalid_calvingyear	calvingdate	calvingmonth	dim	parity	age_y	age_m	milkam	milkpm	totalmilk	fat_p	prot_p	snf
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	14/01/2022	2022	99319_2022	14/01/2022	January	0	3	6	73	6	4	10	5.8	3.5	9.7
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	11/02/2022	2022	99319_2022	14/01/2022	January	28	3	6	74	6	3.5	9.5	6.7	3.3	9.4
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	12/03/2022	2022	99319_2022	14/01/2022	January	57	3	6	75	4.5	2.5	7	5.5	3.2	9.9
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	12/04/2022	2022	99319_2022	14/01/2022	January	88	3	6	76	4.5	3	7.5	6.4	3.4	9.8
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	11/05/2022	2022	99319_2022	14/01/2022	January	117	3	6	77	4	3	7	6.1	3.6	9.3
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	11/06/2022	2022	99319_2022	14/01/2022	January	148	3	6	78	3	3	6	5.9	3.3	9.2
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	08/07/2022	2022	99319_2022	14/01/2022	January	175	3	6	79	2.5	2	4.5	8.5	2.6	9.4
5041	99319	99319	423214501	Daki	Aski	Khara	14	16/11/2015	15/08/2022	2022	99319_2022	14/01/2022	January	213	3	6	80	2.5	2	4.5	6.7	3.5	9.6
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/12/2019	2019	99321_2019	10/12/2019	December	0	1	17	205	5	3.5	8.5	7.5	3.6	9.2
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/01/2020	2020	99321_2020	10/01/2020	January	0	2	17	206	3	3	6	5.8	3.5	9.3
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/02/2020	2020	99321_2020	10/01/2020	January	31	2	17	207	5	3	8	7.3	3.5	10.1
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/03/2020	2020	99321_2020	10/01/2020	January	60	2	17	208	2	2	4	5.3	3.4	10
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/04/2020	2020	99321_2020	10/01/2020	January	91	2	17	209	4.5	0	4.5	7.3	3.6	11.2
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/05/2020	2020	99321_2020	10/01/2020	January	121	2	17	210	3	2	5	7.3	3.4	10.5
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/06/2020	2020	99321_2020	10/01/2020	January	152	2	17	211	6.5	0	6.5	7.6	3.4	10.3
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/07/2020	2020	99321_2020	10/01/2020	January	182	2	17	212	6	0	6	7.6	3.6	11
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/11/2020	2020	99321_2020	10/01/2020	January	305	2	18	216	5	4.5	9.5	7.2	3.9	11.3
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/12/2020	2020	99321_2020	10/01/2020	January	335	2	18	217	4	3	7	7.1	3.4	11
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/01/2021	2021	99321_2021	10/01/2021	January	0	3	18	218	6	0	6	6.3	3.9	11.3
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/02/2021	2021	99321_2021	10/01/2021	January	31	3	18	219	3	2.5	5.5	9	4.1	11.9
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/03/2021	2021	99321_2021	10/01/2021	January	59	3	18	220	4	2	6	9	4	10.9
5042	99321	99321	423214501	Daki	Aski	Khara	14	31/10/2002	10/04/2021	2021	99321_2021	10/01/2021	January	90	3	18	221	2.5	3	5.5	6.3	3.6	10.4
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	10/03/2021	2021	99322_2021	10/03/2021	March	0	1	5	63	3	1	4	6.8	4	11.6
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	10/04/2021	2021	99322_2021	10/03/2021	March	31	1	5	64	4.5	4	8.5	6.3	3.4	10.5
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	15/08/2021	2021	99322_2021	10/03/2021	March	158	1	5	68	3	2	5	6.4	2.8	7.8
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	04/09/2021	2021	99322_2021	10/03/2021	March	178	1	5	69	3	2	5	10.7	3.1	8.6
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	13/10/2021	2021	99322_2021	10/03/2021	March	217	1	5	70	2	0	2	6.8	2.6	8.9
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	14/11/2021	2021	99322_2021	10/03/2021	March	249	1	5	71	2.5	0	2.5	9.9	3.6	10
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	15/12/2021	2021	99322_2021	10/03/2021	March	280	1	6	72	0	2.5	2.5	7.4	3.2	9.3
5043	99322	99322	423214501	Daki	Aski	Khara	14	23/11/2015	14/01/2022	2022	99322_2022	14/01/2022	January	0	2	6	73	3	0	3	7.8	3	9
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/09/2019	2019	99324_2019	10/09/2019	September	0	1	3	45	2.5	2	4.5	6.8	3.5	10.2
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/10/2019	2019	99324_2019	10/09/2019	September	30	1	3	46	3	3	6	7.1	3.4	9.8
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/11/2019	2019	99324_2019	10/09/2019	September	61	1	3	47	3	2	5	7.1	3.55	9.8
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/12/2019	2019	99324_2019	10/09/2019	September	91	1	4	48	3	2	5	7.5	3.3	9.2
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/01/2020	2020	99324_2020	10/01/2020	January	0	2	4	49	2	2	4	6.8	3.4	9.8
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/02/2020	2020	99324_2020	10/01/2020	January	31	2	4	50	4	3	7	6.4	3.6	9.9
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/03/2020	2020	99324_2020	10/01/2020	January	60	2	4	51	2.5	0	2.5	7	3.9	11.1
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/04/2020	2020	99324_2020	10/01/2020	January	91	2	4	52	3	2	5	5.6	3.2	9.6
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/05/2020	2020	99324_2020	10/01/2020	January	121	2	4	53	4	0	4	7	3.5	9.3
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/06/2020	2020	99324_2020	10/01/2020	January	152	2	4	54	4.5	0	4.5	7.6	3.8	10.7
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/07/2020	2020	99324_2020	10/01/2020	January	182	2	4	55	3	2	5	8	3.6	11.2
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	10/04/2021	2021	99324_2021	10/04/2021	April	0	3	5	64	5	4	9	6.5	3.8	9.8
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	15/08/2021	2021	99324_2021	10/04/2021	April	127	3	5	68	4	2	6	6.7	3.4	9.3
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	04/09/2021	2021	99324_2021	10/04/2021	April	147	3	5	69	2.5	0	2.5	8.6	2.8	7.6
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	13/10/2021	2021	99324_2021	10/04/2021	April	186	3	5	70	2.5	2	4.5	8.2	3.7	10.1
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	14/11/2021	2021	99324_2021	10/04/2021	April	218	3	5	71	3	2	5	8.3	3.5	10.6
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	15/12/2021	2021	99324_2021	10/04/2021	April	249	3	6	72	2.5	2.5	5	6.7	3.2	8.2
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	14/01/2022	2022	99324_2022	14/01/2022	January	0	4	6	73	4	2.5	6.5	6.8	2.8	8.9
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	11/02/2022	2022	99324_2022	14/01/2022	January	28	4	6	74	3	1.5	4.5	8.6	3.1	7.9
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	12/03/2022	2022	99324_2022	14/01/2022	January	57	4	6	75	3	0	3	7.5	3.2	9.4
5044	99324	99324	423214501	Daki	Aski	Khara	14	27/11/2015	15/08/2022	2022	99324_2022	14/01/2022	January	213	4	6	80	6	5	11	5.8	3.8	10.4
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/04/2020	2020	99326_2020	10/04/2020	April	0	1	4	52	3.5	3	6.5	5.4	3.2	10.4
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/05/2020	2020	99326_2020	10/04/2020	April	30	1	4	53	2.2	2.2	4.4	7.2	3.6	9.9
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/06/2020	2020	99326_2020	10/04/2020	April	61	1	4	54	6	0	6	7.5	3.6	9.8
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/07/2020	2020	99326_2020	10/04/2020	April	91	1	4	55	3	2	5	7.9	3.6	10.2
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/11/2020	2020	99326_2020	10/04/2020	April	214	1	4	59	3	2	5	7.3	3.5	11
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/12/2020	2020	99326_2020	10/04/2020	April	244	1	5	60	3	2	5	6.5	3.4	9.9
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/01/2021	2021	99326_2021	10/01/2021	January	0	2	5	61	3	2	5	7.6	4.1	11.6
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/02/2021	2021	99326_2021	10/01/2021	January	31	2	5	62	1.5	2	3.5	9.1	3.9	11.4
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/03/2021	2021	99326_2021	10/01/2021	January	59	2	5	63	3	2	5	8.9	4.5	11.9
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	10/04/2021	2021	99326_2021	10/01/2021	January	90	2	5	64	3	0	3	6.2	1.2	10.3
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	15/08/2021	2021	99326_2021	10/01/2021	January	217	2	5	68	2	0	2	10	3.7	10.2
5045	99326	99326	423214501	Daki	Aski	Khara	14	30/11/2015	04/09/2021	2021	99326_2021	10/01/2021	January	237	2	5	69	2	1	3	10.1	3.6	9.9
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/12/2019	2019	99330_2019	10/12/2019	December	0	1	4	48	4	3	7	6.3	3.7	9.5
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/12/2019	2019	99330_2019	10/12/2019	December	0	1	4	48	4	3	7	6.2	3.5	9.3
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/01/2020	2020	99330_2020	10/01/2020	January	0	2	4	49	3	0	3	6.8	3.6	9.7
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/02/2020	2020	99330_2020	10/01/2020	January	31	2	4	50	3	0	3	7.1	3.6	9.4
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/03/2020	2020	99330_2020	10/01/2020	January	60	2	4	51	2	0	2	6.1	3.7	10.6
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/05/2020	2020	99330_2020	10/01/2020	January	121	2	4	53	2.2	2.2	4.4	6	3.4	9.9
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/11/2020	2020	99330_2020	10/01/2020	January	305	2	4	59	4.5	3.5	8	6.8	3.6	10.9
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/12/2020	2020	99330_2020	10/01/2020	January	335	2	5	60	4	0	4	6.1	3.4	10.3
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	10/01/2021	2021	99330_2021	10/01/2021	January	0	3	5	61	2	1.5	3.5	6.8	3.5	10.3
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	04/09/2021	2021	99330_2021	10/01/2021	January	237	3	5	69	5	3	8	6.9	2.8	8.2
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	13/10/2021	2021	99330_2021	10/01/2021	January	276	3	5	71	4.5	3	7.5	6.2	3.1	9.5
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	14/11/2021	2021	99330_2021	10/01/2021	January	308	3	6	72	3.5	3	6.5	6.1	2.8	8.2
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	15/12/2021	2021	99330_2021	10/01/2021	January	339	3	6	73	4	2	6	6.8	3.4	9.6
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	14/01/2022	2022	99330_2022	14/01/2022	January	0	4	6	74	4.5	4	8.5	6.2	2.9	9.3
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	11/02/2022	2022	99330_2022	14/01/2022	January	28	4	6	74	4.5	3	7.5	6.6	3.2	9.4
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	12/03/2022	2022	99330_2022	14/01/2022	January	57	4	6	75	4	2	6	5.9	2.8	10.2
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	12/04/2022	2022	99330_2022	14/01/2022	January	88	4	6	76	4	2.5	6.5	7.9	3.3	9.5
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	11/05/2022	2022	99330_2022	14/01/2022	January	117	4	6	77	3	2	5	75	3.3	10
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	11/06/2022	2022	99330_2022	14/01/2022	January	148	4	6	78	2	0	2	9.5	2.8	9.8
5158	99330	99330	423214501	Daki	Aski	Khara	14	13/11/2015	08/07/2022	2022	99330_2022	14/01/2022	January	175	4	6	79	3	0	3	6.8	3.3	9.4
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/11/2019	2019	99332_2019	10/11/2019	November	0	1	3	46	3	2	5	7.22	3.6	9.5
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/12/2019	2019	99332_2019	10/11/2019	November	30	1	3	47	4	3	7	7.9	3.4	9.2
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/01/2020	2020	99332_2020	10/01/2020	January	0	2	4	48	4	3	7	7.4	3.5	9.8
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/02/2020	2020	99332_2020	10/01/2020	January	31	2	4	49	3	2	5	7.1	3.4	10.2
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/03/2020	2020	99332_2020	10/01/2020	January	60	2	4	50	4	2.5	6.5	5.9	3.5	10.1
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/04/2020	2020	99332_2020	10/01/2020	January	91	2	4	51	3	2	5	6.2	3.6	10.44
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/05/2020	2020	99332_2020	10/01/2020	January	121	2	4	52	3	0	3	7.3	3.5	9.2
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/06/2020	2020	99332_2020	10/01/2020	January	152	2	4	53	4.5	3	7.5	7.66	3.4	9.8
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/07/2020	2020	99332_2020	10/01/2020	January	182	2	4	54	2	0	2	8.2	3.5	10.6
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/11/2020	2020	99332_2020	10/01/2020	January	305	2	4	58	3.5	2.5	6	10	3.6	11.7
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/12/2020	2020	99332_2020	10/01/2020	January	335	2	4	59	3	0	3	7.5	3.4	10.3
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/01/2021	2021	99332_2021	10/01/2021	January	0	3	5	60	4	0	4	9	4.1	11.9
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/02/2021	2021	99332_2021	10/01/2021	January	31	3	5	61	3.5	0	3.5	9.5	4.3	11.7
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	10/03/2021	2021	99332_2021	10/01/2021	January	59	3	5	62	3.5	0	3.5	10.8	4.6	12.4
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	13/10/2021	2021	99332_2021	10/01/2021	January	276	3	5	69	5	3	8	5.8	3.5	9.8
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	14/11/2021	2021	99332_2021	10/01/2021	January	308	3	5	70	4	3.5	7.5	6.2	3.1	8.6
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	15/12/2021	2021	99332_2021	10/01/2021	January	339	3	5	71	6	4	10	5.3	2.1	8.5
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	14/01/2022	2022	99332_2022	14/01/2022	January	0	4	6	72	6	5.5	11.5	7	3	9.1
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	11/02/2022	2022	99332_2022	14/01/2022	January	28	4	6	73	5	4	9	5.8	3.3	9.5
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	12/03/2022	2022	99332_2022	14/01/2022	January	57	4	6	74	4	3.5	7.5	7	2.9	10.2
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	12/04/2022	2022	99332_2022	14/01/2022	January	88	4	6	75	5	4	9	9.9	3.6	10
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	11/05/2022	2022	99332_2022	14/01/2022	January	117	4	6	76	3	2.5	5.5	6.7	3.6	10.4
5046	99332	99332	423214501	Daki	Aski	Khara	14	27/12/2015	11/06/2022	2022	99332_2022	14/01/2022	January	148	4	6	77	4	2	6	7.9	2.8	10.1
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/12/2019	2019	99334_2019	10/12/2019	December	0	1	16	202	5	4	9	6.5	3.8	9.8
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/01/2020	2020	99334_2020	10/01/2020	January	0	2	16	203	2.2	2.2	4.4	7.2	3.5	8.8
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/02/2020	2020	99334_2020	10/01/2020	January	31	2	17	204	6	4	10	6.5	3.4	9.7
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/03/2020	2020	99334_2020	10/01/2020	January	60	2	17	205	6.5	3.5	10	5	3.8	10.9
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/04/2020	2020	99334_2020	10/01/2020	January	91	2	17	206	5.5	4	9.5	7.7	3.8	10.9
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/05/2020	2020	99334_2020	10/01/2020	January	121	2	17	207	4	3	7	7.8	3.4	9.9
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/06/2020	2020	99334_2020	10/01/2020	January	152	2	17	208	5	3	8	8.2	3.5	10
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/12/2020	2020	99334_2020	10/01/2020	January	335	2	17	214	2.5	1.5	4	4.8	3.7	9.9
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/01/2021	2021	99334_2021	10/01/2021	January	0	3	17	215	4	0	4	7.4	4.1	11.8
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/02/2021	2021	99334_2021	10/01/2021	January	31	3	18	216	2.5	2	4.5	6.8	4.1	11.7
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/03/2021	2021	99334_2021	10/01/2021	January	59	3	18	217	2.5	2	4.5	8.3	4.1	11.7
5047	99334	99334	423214501	Daki	Aski	Khara	14	17/01/2003	10/04/2021	2021	99334_2021	10/01/2021	January	90	3	18	218	2	1.5	3.5	6.5	3.9	9.8
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/12/2019	2019	99338_2019	10/12/2019	December	0	1	14	170	3	2.5	5.5	7.8	3.2	9.9
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/01/2020	2020	99338_2020	10/01/2020	January	0	2	14	171	2	1.5	3.5	6.5	3.4	10.3
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/02/2020	2020	99338_2020	10/01/2020	January	31	2	14	172	3	2.5	5.5	6.4	3.6	9.8
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/03/2020	2020	99338_2020	10/01/2020	January	60	2	14	173	2	2	4	7.1	3.5	10.3
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/04/2020	2020	99338_2020	10/01/2020	January	91	2	14	174	3	3	6	8.5	3.8	11
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/05/2020	2020	99338_2020	10/01/2020	January	121	2	14	175	3	2	5	6.1	3.6	8.4
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/06/2020	2020	99338_2020	10/01/2020	January	152	2	14	176	4	0	4	6.8	3.9	11.4
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/07/2020	2020	99338_2020	10/01/2020	January	182	2	14	177	2	2	4	7.2	3.5	10.1
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/11/2020	2020	99338_2020	10/01/2020	January	305	2	15	181	2.5	2	4.5	7.5	3.4	10.5
5048	99338	99338	423214501	Daki	Aski	Khara	14	23/09/2005	10/12/2020	2020	99338_2020	10/01/2020	January	335	2	15	182	3	1	4	8.2	3.4	10.1
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/11/2020	2020	99342_2020	10/11/2020	November	0	1	15	181	3.5	2	5.5	5.9	3.6	10.4
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/12/2020	2020	99342_2020	10/11/2020	November	30	1	15	182	3.5	2.5	6	6.3	3.7	9.6
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/01/2021	2021	99342_2021	10/01/2021	January	0	2	15	183	3	2	5	6.5	3.9	11.2
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/02/2021	2021	99342_2021	10/01/2021	January	31	2	15	184	3	1.5	4.5	6.4	4	11.5
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/03/2021	2021	99342_2021	10/01/2021	January	59	2	15	185	2.5	1.5	4	7.9	4	11.6
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	10/04/2021	2021	99342_2021	10/01/2021	January	90	2	15	186	5	0	5	8.1	3.1	8.5
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	14/11/2021	2021	99342_2021	10/01/2021	January	308	2	16	193	3.5	2	5.5	5	2.5	7.2
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	15/12/2021	2021	99342_2021	10/01/2021	January	339	2	16	194	3	2	5	5.8	3.3	9.6
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	14/01/2022	2022	99342_2022	14/01/2022	January	0	3	16	195	4.5	3	7.5	7	2.8	8.9
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	11/02/2022	2022	99342_2022	14/01/2022	January	28	3	16	196	2.5	2	4.5	5.7	3.4	9.9
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	12/03/2022	2022	99342_2022	14/01/2022	January	57	3	16	197	3.5	2	5.5	5.1	2.9	9.2
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	12/04/2022	2022	99342_2022	14/01/2022	January	88	3	16	198	3	2	5	6.9	3.5	9.9
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	11/05/2022	2022	99342_2022	14/01/2022	January	117	3	16	199	3.5	0	3.5	6.8	3.4	9.9
5050	99342	99342	423214501	Daki	Aski	Khara	14	10/10/2005	11/06/2022	2022	99342_2022	14/01/2022	January	148	3	16	200	3	2	5	6.9	2.7	9.2
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/11/2020	2020	99378_2020	10/11/2020	November	0	1	14	176	6.5	4.5	11	6.2	3.6	10.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/12/2020	2020	99378_2020	10/11/2020	November	30	1	14	177	4.5	4	8.5	5.1	3.6	9.7
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/01/2021	2021	99378_2021	10/01/2021	January	0	2	14	178	5	3.5	8.5	5	3.6	10.5
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/02/2021	2021	99378_2021	10/01/2021	January	31	2	14	179	4.55	3	7.55	6.6	4	10.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/03/2021	2021	99378_2021	10/01/2021	January	59	2	15	180	4	2.5	6.5	5.4	3.1	9
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	10/04/2021	2021	99378_2021	10/01/2021	January	90	2	15	181	5	3	8	6.8	3.4	10.7
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	15/08/2021	2021	99378_2021	10/01/2021	January	217	2	15	185	4.5	2	6.5	8.2	3.6	9.9
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	04/09/2021	2021	99378_2021	10/01/2021	January	237	2	15	186	3	0	3	10.2	3.5	9.1
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	13/10/2021	2021	99378_2021	10/01/2021	January	276	2	15	187	2	1.5	3.5	9.3	3.3	9.1
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	11/02/2022	2022	99378_2022	11/02/2022	February	0	3	15	191	7	4	11	5.2	3.1	8.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	12/03/2022	2022	99378_2022	11/02/2022	February	29	3	16	192	6	4	10	6.2	4	10.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	12/04/2022	2022	99378_2022	11/02/2022	February	60	3	16	193	5	5	10	5.7	3.3	9.8
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	11/05/2022	2022	99378_2022	11/02/2022	February	89	3	16	194	6	3	9	6.5	3.3	10.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	11/06/2022	2022	99378_2022	11/02/2022	February	120	3	16	195	3.5	3	6.5	7	3.1	9.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	08/07/2022	2022	99378_2022	11/02/2022	February	147	3	16	196	3	2	5	8.7	3.2	9.4
5052	99378	99378	423214501	Daki	Aski	Khara	14	22/02/2006	15/08/2022	2022	99378_2022	11/02/2022	February	185	3	16	197	7	0	7	6.6	3.5	9.6
5054	99381	99381	423214501	Daki	Aski	Khara	14	10/06/2006	10/12/2019	2019	99381_2019	10/12/2019	December	0	1	13	162	5	3	8	7.8	3.4	9.3
5054	99381	99381	423214501	Daki	Aski	Khara	14	10/06/2006	10/01/2020	2020	99381_2020	10/01/2020	January	0	2	13	163	3	3	6	8	3.5	9.9
